Entity,Code,TilmanEconomicGroup,WBEconomicGroup,Year,pop,pcgdpthousand2005usd,pcgdpgrowth
Ethiopia,ETH,F,Low income,2015,100835453,1.3292682097107549,6.2437274625901455
Ethiopia,ETH,F,Low income,2016,103603461,1.3994549406806722,5.145426018266658
Ethiopia,ETH,F,Low income,2017,106399926,1.500729257855802,6.986832914063962
Ethiopia,ETH,F,Low income,2018,109224410,1.5736293051327275,4.743344903778807
Ethiopia,ETH,F,Low income,2019,112078727,1.6618213096696612,5.452956450565017
Ethiopia,ETH,F,Low income,2020,114963583,1.7182446311495656,3.3389030998721148
Finland,FIN,A,High income,1960,4434593,8.500297869051838,NA
Finland,FIN,A,High income,1961,4467763,9.084046046143104,6.64184868584643
Finland,FIN,A,High income,1962,4498821,9.303165596488213,2.383503580136459
Finland,FIN,A,High income,1963,4526738,9.54197166893464,2.5345409038651567
Finland,FIN,A,High income,1964,4550250,9.969083604958893,4.378852650081333
Finland,FIN,A,High income,1965,4568604,10.464670400465995,4.851619548601871
Finland,FIN,A,High income,1966,4581115,10.67437465763221,1.9841117332076497
Finland,FIN,A,High income,1967,4588660,10.842138063365184,1.5594237562885027
Finland,FIN,A,High income,1968,4594021,11.041571091608974,1.8227124866131206
Finland,FIN,A,High income,1969,4601033,12.112346706771984,9.255798160260786
Finland,FIN,A,High income,1970,4612365,13.066715060814156,7.58428404060445
Finland,FIN,A,High income,1971,4629371,13.322639848131294,1.939667051729277
Finland,FIN,A,High income,1972,4651174,14.254753872841539,6.762562392005611
Finland,FIN,A,High income,1973,4675450,15.123528652530153,5.91612638208856
Finland,FIN,A,High income,1974,4698782,15.500140379685808,2.459736062469231
Finland,FIN,A,High income,1975,4718744,15.609700154858361,0.7043445175489715
Finland,FIN,A,High income,1976,4734432,15.49586070096813,-0.7319589103459201
Finland,FIN,A,High income,1977,4746929,15.492436957993988,-0.02209700594559827
Finland,FIN,A,High income,1978,4758256,15.770616074643051,1.7796499803620414
Finland,FIN,A,High income,1979,4771341,16.825128910678885,6.472507090026092
Finland,FIN,A,High income,1980,4788247,17.66651374657436,4.879743163770067
Finland,FIN,A,High income,1981,4809807,17.919014790917355,1.4191458857744532
Finland,FIN,A,High income,1982,4835102,18.39833880729728,2.639795047713811
Finland,FIN,A,High income,1983,4862171,18.782653956144756,2.06734036870575
Finland,FIN,A,High income,1984,4888197,19.24657112914104,2.4399139692265592
Finland,FIN,A,High income,1985,4911220,19.813200591361593,2.901549038402429
Finland,FIN,A,High income,1986,4930342,20.21805819805392,2.0227763163978896
Finland,FIN,A,High income,1987,4946368,20.986688495748872,3.7312180326531497
Finland,FIN,A,High income,1988,4961097,21.9496162072264,4.486129892290824
Finland,FIN,A,High income,1989,4977118,23.12053630438307,5.1971585587584634
Finland,FIN,A,High income,1990,4996220,23.010976529210517,-0.47498976048760966
Finland,FIN,A,High income,1991,5019134,21.54809674993386,-6.568384770561986
Finland,FIN,A,High income,1992,5044928,20.730558283853284,-3.8678637492227885
Finland,FIN,A,High income,1993,5071782,20.494302899922594,-1.146191708866029
Finland,FIN,A,High income,1994,5097090,21.225203550042497,3.5042382059317756
Finland,FIN,A,High income,1995,5119012,22.050291369381053,3.813649357700166
Finland,FIN,A,High income,1996,5136984,22.799791503207985,3.342557548600489
Finland,FIN,A,High income,1997,5151740,24.1715141257981,5.842344627147655
Finland,FIN,A,High income,1998,5164236,25.434421637312543,5.092860157079571
Finland,FIN,A,High income,1999,5175921,26.52278673200521,4.190080102474303
Finland,FIN,A,High income,2000,5187953,27.98034259095708,5.349797311005533
Finland,FIN,A,High income,2001,5200475,28.65816666562034,2.393623865320338
Finland,FIN,A,High income,2002,5213368,29.09030294445915,1.4966434541390683
Finland,FIN,A,High income,2003,5227106,29.621556582399375,1.8097472700044914
Finland,FIN,A,High income,2004,5242175,30.718344084808432,3.635764414316567
Finland,FIN,A,High income,2005,5258933,31.48753074073668,2.4731614624751597
Finland,FIN,A,High income,2006,5277490,32.66310712833818,3.6654600644191238
Finland,FIN,A,High income,2007,5297741,34.23617151588018,4.703651321128488
Finland,FIN,A,High income,2008,5319452,34.34840181057257,0.32727591475305573
Finland,FIN,A,High income,2009,5342266,31.38083835030497,-9.035802794615266
Finland,FIN,A,High income,2010,5365784,32.19611714602261,2.564839673317243
Finland,FIN,A,High income,2011,5390036,32.89532249555939,2.1484614524384327
Finland,FIN,A,High income,2012,5414769,32.272201274265484,-1.9124256276143559
Finland,FIN,A,High income,2013,5438984,31.88018270372619,-1.2221633112115438
Finland,FIN,A,High income,2014,5461410,31.548079635234387,-1.0471865099468847
Finland,FIN,A,High income,2015,5481128,31.529249048876604,-0.059706355072464135
Finland,FIN,A,High income,2016,5497714,31.87419115352144,1.088097134279975
Finland,FIN,A,High income,2017,5511372,32.83931006050242,2.9829647662803715
Finland,FIN,A,High income,2018,5522585,33.29307583558037,1.3723167256277424
Finland,FIN,A,High income,2019,5532159,33.67971155788431,1.1546182641711145
Finland,FIN,A,High income,2020,5540718,32.691623830047604,-2.9776732037246845
France,FRA,A,High income,1960,45673147,10.093194287771553,NA
France,FRA,A,High income,1961,46266974,10.529721516974698,4.234051533919603
France,FRA,A,High income,1962,46907043,11.006477726124016,4.428210450212511
France,FRA,A,High income,1963,47560825,11.409623461329273,3.597317890231544
France,FRA,A,High income,1964,48184414,12.03188874687964,5.310335815901146
France,FRA,A,High income,1965,48746653,12.50436527731128,3.8517284800748453
France,FRA,A,High income,1966,49232536,13.02135046640677,4.051254833061435
France,FRA,A,High income,1967,49651080,13.51693726191387,3.7353157210134214
France,FRA,A,High income,1968,50024587,14.007388442959757,3.564142526201808
France,FRA,A,High income,1969,50387441,14.852197021829374,5.856286557142942
France,FRA,A,High income,1970,50763921,15.566903367681583,4.699927962030781
France,FRA,A,High income,1971,51162569,16.160922773695276,3.744907227151417
France,FRA,A,High income,1972,51573268,16.73268785037704,3.4768008811587148
France,FRA,A,High income,1973,51979531,17.496182533610778,4.461855358985778
France,FRA,A,High income,1974,52356793,17.89076891138068,2.2302160354471745
France,FRA,A,High income,1975,52688575,17.67764091124032,-1.1984260866799268
France,FRA,A,High income,1976,52969314,18.37266073499121,3.856311437101123
France,FRA,A,High income,1977,53208549,18.982086984388545,3.263201410936789
France,FRA,A,High income,1978,53423112,19.42802950677058,2.3221099093055475
France,FRA,A,High income,1979,53637073,19.965557153710925,2.7291803389910996
France,FRA,A,High income,1980,53868006,20.14615959559693,0.9005032790960765
France,FRA,A,High income,1981,54121009,20.24716001333413,0.5000858023292309
France,FRA,A,High income,1982,54391469,20.645170134078175,1.9466862775873395
France,FRA,A,High income,1983,54675370,20.79923856791458,0.7434978487518062
France,FRA,A,High income,1984,54965167,20.986688495748872,0.8971976855599806
France,FRA,A,High income,1985,55254838,21.18868933122327,0.9579161611283915
France,FRA,A,High income,1986,55545271,21.602106295350954,1.9323306417332375
France,FRA,A,High income,1987,55837622,22.04548101050238,2.0316814445218156
France,FRA,A,High income,1988,56126337,22.90740830424271,3.835272692381908
France,FRA,A,High income,1989,56404303,23.60328406373714,2.9925492614808036
France,FRA,A,High income,1990,56666861,24.076616529912314,1.9855243419621083
France,FRA,A,High income,1991,56913580,24.218068470889,0.5857884587734841
France,FRA,A,High income,1992,57147213,24.496709792839575,1.1439828761772297
France,FRA,A,High income,1993,57370375,24.253932178543142,-0.9960058431770502
France,FRA,A,High income,1994,57587122,24.74337335541166,1.997895401856642
France,FRA,A,High income,1995,57801887,25.180653808069117,1.7518283701797532
France,FRA,A,High income,1996,58012055,25.452653068649852,1.0743990224441724
France,FRA,A,High income,1997,58220657,25.97063970256528,2.014667386243163
France,FRA,A,High income,1998,58444245,26.810543769624438,3.1828576647439544
France,FRA,A,High income,1999,58704381,27.633551665106204,3.0235440085596643
France,FRA,A,High income,2000,59015092,28.596539292085776,3.4255032259933316
France,FRA,A,High income,2001,59384126,29.033426014301206,1.5162080680435341
France,FRA,A,High income,2002,59803434,29.232576583749626,0.6835936432695533
France,FRA,A,High income,2003,60251591,29.351774195394395,0.406927019048009
France,FRA,A,High income,2004,60697977,30.038054915203787,2.3112080938155977
France,FRA,A,High income,2005,61120128,30.381832947237417,1.137975438524963
France,FRA,A,High income,2006,61508924,30.955909050426733,1.8719074018539672
France,FRA,A,High income,2007,61869229,31.537543066231464,1.8614776145941203
France,FRA,A,High income,2008,62209207,31.46573005734883,-0.22796606088038018
France,FRA,A,High income,2009,62542883,30.415616731034767,-3.3942834146746037
France,FRA,A,High income,2010,62879535,30.887922074317704,1.5409051345283142
France,FRA,A,High income,2011,63222229,31.405138366063944,1.6606285645348162
France,FRA,A,High income,2012,63564224,31.302426076839673,-0.3275916773123555
France,FRA,A,High income,2013,63893521,31.354638157195346,0.16665987492103795
France,FRA,A,High income,2014,64193550,31.26476490412411,-0.2870462201399082
France,FRA,A,High income,2015,64453194,31.521545627184782,0.817955865058817
France,FRA,A,High income,2016,64667590,31.77575854301485,0.8032388929162693
France,FRA,A,High income,2017,64842513,32.43568500128078,2.055551653084642
France,FRA,A,High income,2018,64990512,32.96715262315689,1.6252485053003252
France,FRA,A,High income,2019,65129731,33.39134478961096,1.2785037669090116
France,FRA,A,High income,2020,65273512,30.616720543566622,-8.67504456489665
Gabon,GAB,NA,Upper-middle income,1960,500922,3.408336130758677,NA
Gabon,GAB,NA,Upper-middle income,1961,505793,3.778956307709583,10.322362841391875
Gabon,GAB,NA,Upper-middle income,1962,511285,3.8491430386795007,1.8402673732647035
Gabon,GAB,NA,Upper-middle income,1963,517573,3.9364484845201297,2.2428380769216494
Gabon,GAB,NA,Upper-middle income,1964,524891,3.9509993921602344,0.3689640648011583
Gabon,GAB,NA,Upper-middle income,1965,533357,3.9595587495955904,0.21640346034490499
Gabon,GAB,NA,Upper-middle income,1966,543119,4.075110074972893,2.876516640313409
Gabon,GAB,NA,Upper-middle income,1967,554054,4.178678299940699,2.509724175838679
Gabon,GAB,NA,Upper-middle income,1968,565763,4.2171954083998,0.9175311591057556
Gabon,GAB,NA,Upper-middle income,1969,577644,4.495374525048863,6.387867287872373
Gabon,GAB,NA,Upper-middle income,1970,589317,4.7821129991332825,6.183351403646209
Gabon,GAB,NA,Upper-middle income,1971,600608,5.158724726288937,7.580690402389534
Gabon,GAB,NA,Upper-middle income,1972,611705,5.614082541849865,8.45887778106913
Gabon,GAB,NA,Upper-middle income,1973,622914,5.935914381419243,5.574290145519645
Gabon,GAB,NA,Upper-middle income,1974,634739,7.774464358533668,26.982348075328176
Gabon,GAB,NA,Upper-middle income,1975,647538,8.54651839920276,9.467943234770182
Gabon,GAB,NA,Upper-middle income,1976,661398,10.910612922848031,24.421198293300563
Gabon,GAB,NA,Upper-middle income,1977,676264,9.286046881617501,-16.122303996047016
Gabon,GAB,NA,Upper-middle income,1978,692078,6.858613112950597,-30.300768704438052
Gabon,GAB,NA,Upper-middle income,1979,708788,6.925376100946373,0.9687110029769297
Gabon,GAB,NA,Upper-middle income,1980,726335,7.191572117185938,3.7717439921487683
Gabon,GAB,NA,Upper-middle income,1981,744695,7.382445787994373,2.6195190170233085
Gabon,GAB,NA,Upper-middle income,1982,763932,6.932223586894658,-6.292436565057069
Gabon,GAB,NA,Upper-middle income,1983,784056,7.088003892218133,2.222313678471033
Gabon,GAB,NA,Upper-middle income,1984,805117,7.37131862332841,3.919284545055346
Gabon,GAB,NA,Upper-middle income,1985,827107,6.959613530687796,-5.747266227641612
Gabon,GAB,NA,Upper-middle income,1986,850052,6.69170564296116,-3.925514985493739
Gabon,GAB,NA,Upper-middle income,1987,873871,5.409513899144862,-21.270955921199697
Gabon,GAB,NA,Upper-middle income,1988,898472,5.976143361365415,9.961620052407817
Gabon,GAB,NA,Upper-middle income,1989,923714,6.352755088521071,6.1113153955561605
Gabon,GAB,NA,Upper-middle income,1990,949493,6.54448469507304,2.9734072635815068
Gabon,GAB,NA,Upper-middle income,1991,975785,7.101330811744981,8.165954110372486
Gabon,GAB,NA,Upper-middle income,1992,1002573,7.0139654504023055,-1.2378978856200762
Gabon,GAB,NA,Upper-middle income,1993,1029769,7.319157899117351,4.259205435064639
Gabon,GAB,NA,Upper-middle income,1994,1057252,7.868240678595425,7.233920935970062
Gabon,GAB,NA,Upper-middle income,1995,1084951,8.417263542571453,6.7450290876927
Gabon,GAB,NA,Upper-middle income,1996,1112944,8.892496186097276,5.492301546263567
Gabon,GAB,NA,Upper-middle income,1997,1141332,9.588911185110131,7.539955001416487
Gabon,GAB,NA,Upper-middle income,1998,1170061,10.064229422210309,4.838015005808005
Gabon,GAB,NA,Upper-middle income,1999,1199058,9.114080831383768,-9.916693429529921
Gabon,GAB,NA,Upper-middle income,2000,1228359,9.105273252582785,-0.09668377316214283
Gabon,GAB,NA,Upper-middle income,2001,1258008,9.504781260878017,4.294123862110366
Gabon,GAB,NA,Upper-middle income,2002,1288310,9.536373849171916,0.33183509195029437
Gabon,GAB,NA,Upper-middle income,2003,1319946,9.985200875009669,4.5990770806411785
Gabon,GAB,NA,Upper-middle income,2004,1353788,10.29049603601394,3.01166699790949
Gabon,GAB,NA,Upper-middle income,2005,1390550,10.646094540665795,3.3972360782316358
Gabon,GAB,NA,Upper-middle income,2006,1430144,10.56462657659608,-0.7681809990243149
Gabon,GAB,NA,Upper-middle income,2007,1472565,11.517137550074779,8.63248427222505
Gabon,GAB,NA,Upper-middle income,2008,1518538,11.409837445265158,-0.9360230753993282
Gabon,GAB,NA,Upper-middle income,2009,1568925,11.656047361893167,2.1349215108184882
Gabon,GAB,NA,Upper-middle income,2010,1624146,12.776296063032534,9.176645182819287
Gabon,GAB,NA,Upper-middle income,2011,1684629,14.03991400121411,9.431268929054815
Gabon,GAB,NA,Upper-middle income,2012,1749677,14.49270400954443,3.1741077728328904
Gabon,GAB,NA,Upper-middle income,2013,1817070,15.006265455665778,3.482245989788524
Gabon,GAB,NA,Upper-middle income,2014,1883801,15.452207978047815,2.9284093397958344
Gabon,GAB,NA,Upper-middle income,2015,1947690,15.73980238787577,1.8440783804194893
Gabon,GAB,NA,Upper-middle income,2016,2007882,15.760344845720624,0.13042771263669373
Gabon,GAB,NA,Upper-middle income,2017,2064812,15.375182320487047,-2.47422933986563
Gabon,GAB,NA,Upper-middle income,2018,2119275,15.076075574908542,-1.9645583544609657
Gabon,GAB,NA,Upper-middle income,2019,2172578,15.286343774959924,1.385077777736754
Gabon,GAB,NA,Upper-middle income,2020,2225728,14.723759869553744,-3.749735949223698
Gambia,GMB,F,Low income,1960,365049,0.9988770127060211,NA
Gambia,GMB,F,Low income,1961,372436,1.1281233099798937,12.167908277589664
Gambia,GMB,F,Low income,1962,379886,1.0801909083419012,-4.341767196129412
Gambia,GMB,F,Low income,1963,387635,1.0545128360358338,-2.4058899007693437
Gambia,GMB,F,Low income,1964,396012,1.0904621372643282,3.3522692038643607
Gambia,GMB,F,Low income,1965,405258,1.1709200971566727,7.118826205038715
Gambia,GMB,F,Low income,1966,415478,1.32242072376247,12.167409114934996
Gambia,GMB,F,Low income,1967,426622,1.324988530993077,0.1939864817826653
Gambia,GMB,F,Low income,1968,438590,1.300166394430545,-1.891155155389962
Gambia,GMB,F,Low income,1969,451228,1.3943193262194589,6.991410600627235
Gambia,GMB,F,Low income,1970,464404,1.217140627307594,-13.590199823885893
Gambia,GMB,F,Low income,1971,478106,1.1777675831049572,-3.288359186989731
Gambia,GMB,F,Low income,1972,492424,1.1418182818764628,-3.099879201771996
Gambia,GMB,F,Low income,1973,507428,1.2077253341287026,5.611672537724513
Gambia,GMB,F,Low income,1974,523250,1.2428186996136612,2.864324353192724
Gambia,GMB,F,Low income,1975,539985,1.2813358080727624,3.0521189034887044
Gambia,GMB,F,Low income,1976,557810,1.229123727717092,-4.160163481145881
Gambia,GMB,F,Low income,1977,576755,1.212860948589916,-1.3319509917489119
Gambia,GMB,F,Low income,1978,596540,1.2376830851524478,2.0259163028029574
Gambia,GMB,F,Low income,1979,616770,1.164072611208388,-6.131642398861239
Gambia,GMB,F,Low income,1980,637252,1.1341148601846427,-2.6072240309775037
Gambia,GMB,F,Low income,1981,657581,1.3018782659176162,13.795555383897026
Gambia,GMB,F,Low income,1982,678111,1.3532344105297511,3.868954495017923
Gambia,GMB,F,Low income,1983,700198,1.2684967719197286,-6.46650313534399
Gambia,GMB,F,Low income,1984,725688,1.2513780570490172,-1.3587165546308289
Gambia,GMB,F,Low income,1985,755791,1.2419627638701256,-0.7552387425536128
Gambia,GMB,F,Low income,1986,791141,1.217140627307594,-2.0188642521001525
Gambia,GMB,F,Low income,1987,831011,1.2034456554110247,-1.1315537992576008
Gambia,GMB,F,Low income,1988,873440,1.212860948589916,0.779316732007021
Gambia,GMB,F,Low income,1989,915631,1.2043015911545603,-0.708218257629134
Gambia,GMB,F,Low income,1990,955595,1.198310040949811,-0.49875415110391674
Gambia,GMB,F,Low income,1991,992671,1.1903583978923657,-0.6657828521210024
Gambia,GMB,F,Low income,1992,1027476,1.1909575529128407,0.05032133874681155
Gambia,GMB,F,Low income,1993,1060861,1.1859760068854635,-0.4191579777549914
Gambia,GMB,F,Low income,1994,1094219,1.1512678124850957,-2.9702289321385384
Gambia,GMB,F,Low income,1995,1128577,1.1274727988148066,-2.088511388344733
Gambia,GMB,F,Low income,1996,1164091,1.1442576987455393,1.4777461847335611
Gambia,GMB,F,Low income,1997,1200522,1.1199833610588703,-2.1442299732118864
Gambia,GMB,F,Low income,1998,1238124,1.1340463853251599,1.2478279636603806
Gambia,GMB,F,Low income,1999,1277118,1.186010244315205,4.48028296049473
Gambia,GMB,F,Low income,2000,1317708,1.2332835754306748,3.9085247682056625
Gambia,GMB,F,Low income,2001,1360070,1.2797009708026093,3.6946248155645565
Gambia,GMB,F,Low income,2002,1404263,1.2611357245253227,-1.4613750432982187
Gambia,GMB,F,Low income,2003,1449925,1.2658947272593806,0.37664827954768665
Gambia,GMB,F,Low income,2004,1496524,1.3573429020987218,6.974987379410836
Gambia,GMB,F,Low income,2005,1543745,1.3195191015918846,-2.8261686992185506
Gambia,GMB,F,Low income,2006,1591444,1.3101637239150408,-0.7115243751365352
Gambia,GMB,F,Low income,2007,1639846,1.3334194980669023,1.759458442242895
Gambia,GMB,F,Low income,2008,1689288,1.3852806447677233,3.815605679959011
Gambia,GMB,F,Low income,2009,1740277,1.4487910769380632,4.4826717921697785
Gambia,GMB,F,Low income,2010,1793199,1.5173429706378276,4.623129097535816
Gambia,GMB,F,Low income,2011,1848142,1.428556755960882,-6.0296086551987536
Gambia,GMB,F,Low income,2012,1905020,1.4764891575988746,3.3002405803625123
Gambia,GMB,F,Low income,2013,1963708,1.5124384588273687,2.4056142854236127
Gambia,GMB,F,Low income,2014,2024037,1.4918960009825148,-1.3675426799675428
Gambia,GMB,F,Low income,2015,2085860,1.5287012379545448,2.4370715916423427
Gambia,GMB,F,Low income,2016,2149134,1.530413109441616,0.11191942970151247
Gambia,GMB,F,Low income,2017,2213900,1.5572980511460686,1.7414595956864676
Gambia,GMB,F,Low income,2018,2280092,1.611076493912409,3.395028423525137
Gambia,GMB,F,Low income,2019,2347696,1.6594533606589352,2.958566200681961
Gambia,GMB,F,Low income,2020,2416664,1.6120950272795607,-2.8953655056920766
Germany,DEU,A,High income,1960,73414229,10.512602802103986,NA
Germany,DEU,A,High income,1961,73928077,10.848985549313468,3.1496773570039327
Germany,DEU,A,High income,1962,74489450,11.217893854777303,3.343859114005854
Germany,DEU,A,High income,1963,75080749,11.44129308384009,1.971884237203092
Germany,DEU,A,High income,1964,75677305,12.036168425597317,5.068714078763348
Germany,DEU,A,High income,1965,76258034,12.532611156847954,4.041798744748126
Germany,DEU,A,High income,1966,76819570,12.808222466266411,2.175320526144864
Germany,DEU,A,High income,1967,77357251,12.821061502419443,0.10019037006823162
Germany,DEU,A,High income,1968,77847179,13.457877695609914,4.847538830155695
Germany,DEU,A,High income,1969,78260756,14.243626708175578,5.674492125306818
Germany,DEU,A,High income,1970,78578381,14.788001841064204,3.750660745143808
Germany,DEU,A,High income,1971,78789931,15.113257423607726,2.1756168128016284
Germany,DEU,A,High income,1972,78901826,15.664480042444639,3.5823397842484006
Germany,DEU,A,High income,1973,78932455,16.32611837219764,4.1370447993575254
Germany,DEU,A,High income,1974,78909808,16.45793247670212,0.8041398874993444
Germany,DEU,A,High income,1975,78856031,16.427974725678375,-0.18219208079730542
Germany,DEU,A,High income,1976,78781740,17.305308862802345,5.202766750812504
Germany,DEU,A,High income,1977,78687323,17.835133088050867,3.0156955856197154
Germany,DEU,A,High income,1978,78573588,18.35725389160757,2.88545228647612
Germany,DEU,A,High income,1979,78438171,19.091646759561097,3.922609312740377
Germany,DEU,A,High income,1980,78283101,19.25598642231993,0.8571098407133881
Germany,DEU,A,High income,1981,78107860,19.303918823957922,0.2486127806609506
Germany,DEU,A,High income,1982,77926016,19.155841940326265,-0.7700391910192561
Germany,DEU,A,High income,1983,77770210,19.549572382352633,2.034568190403041
Germany,DEU,A,High income,1984,77682293,20.169269860672394,3.12067388716315
Germany,DEU,A,High income,1985,77691591,20.65629729874414,2.3860074814035404
Germany,DEU,A,High income,1986,77806136,21.10480762835678,2.148063736099637
Germany,DEU,A,High income,1987,78015742,21.421503853464944,1.4894406253292303
Germany,DEU,A,High income,1988,78307525,22.04804881773299,2.8828838519100675
Germany,DEU,A,High income,1989,78660301,22.590712079134548,2.431474287137503
Germany,DEU,A,High income,1990,79053984,21.733064464111898,-3.870404295236929
Germany,DEU,A,High income,1991,79490831,22.913365617017718,5.288558279533673
Germany,DEU,A,High income,1992,79963166,23.439851692866455,2.2717245892540205
Germany,DEU,A,High income,1993,80428557,23.324848166365015,-0.4918400361033637
Germany,DEU,A,High income,1994,80832928,24.086083179235818,3.2114975027417447
Germany,DEU,A,High income,1995,81138653,24.709966183341464,2.557243919912189
Germany,DEU,A,High income,1996,81323666,25.121696954054386,1.652524176361414
Germany,DEU,A,High income,1997,81399250,25.838080933963923,2.811751567321874
Germany,DEU,A,High income,1998,81402671,26.644920203250305,3.0749112037869786
Germany,DEU,A,High income,1999,81389935,27.464923764272257,3.031117011682527
Germany,DEU,A,High income,2000,81400883,28.560247616559867,3.9106116431725013
Germany,DEU,A,High income,2001,81453894,29.324606794894578,2.641117843948626
Germany,DEU,A,High income,2002,81535124,29.607613389137178,0.9604551428999297
Germany,DEU,A,High income,2003,81614371,29.71504188430833,0.3621841001917314
Germany,DEU,A,High income,2004,81646474,30.410292810709976,2.312775205499351
Germany,DEU,A,High income,2005,81602739,30.989650037436906,1.8872148571319691
Germany,DEU,A,High income,2006,81472235,32.53766118576561,4.874494517632666
Germany,DEU,A,High income,2007,81277836,34.02533742353249,4.470724126358494
Germany,DEU,A,High income,2008,81065751,34.849791850420836,2.3941699042414832
Germany,DEU,A,High income,2009,80899961,33.34977301923217,-4.399619814200939
Germany,DEU,A,High income,2010,80827001,35.18715892373539,5.3630246425720784
Germany,DEU,A,High income,2011,80855629,36.96700882755814,4.934464883154588
Germany,DEU,A,High income,2012,80972629,37.0791364099613,0.3028588935983123
Germany,DEU,A,High income,2013,81174373,37.158738434110106,0.2144513291175265
Germany,DEU,A,High income,2014,81450370,37.59440972756972,1.1656398081135944
Germany,DEU,A,High income,2015,81787411,37.911961888421416,0.8411317516515471
Germany,DEU,A,High income,2016,82193770,38.250912442861505,0.8900735302836082
Germany,DEU,A,High income,2017,82658409,39.047600314229555,2.061400807386571
Germany,DEU,A,High income,2018,83124413,39.52507550940344,1.2153870737825478
Germany,DEU,A,High income,2019,83517046,39.655086873071156,0.32839407395868214
Germany,DEU,A,High income,2020,83783945,37.646501909930684,-5.1979195084019825
Ghana,GHA,E,Lower-middle income,1960,6635229,1.880490828547668,NA
Ghana,GHA,E,Lower-middle income,1961,6848291,1.8933298647007017,0.6804290257615198
Ghana,GHA,E,Lower-middle income,1962,7071966,1.9318469731598027,2.0139414175310177
Ghana,GHA,E,Lower-middle income,1963,7300124,1.9429741378257652,0.5743333657912686
Ghana,GHA,E,Lower-middle income,1964,7524470,1.929279165929196,-0.7073415875726741
Ghana,GHA,E,Lower-middle income,1965,7739463,1.9001773506489863,-1.519921973339644
Ghana,GHA,E,Lower-middle income,1966,7941418,1.8471093345497804,-2.832532904824514
Ghana,GHA,E,Lower-middle income,1967,8132803,1.8265668767049263,-1.1183713956381403
Ghana,GHA,E,Lower-middle income,1968,8321772,1.7983209971682523,-1.5584731016698217
Ghana,GHA,E,Lower-middle income,1969,8520018,1.8077362903471437,0.5221943981151611
Ghana,GHA,E,Lower-middle income,1970,8735493,1.9429741378257652,7.2144465649296325
Ghana,GHA,E,Lower-middle income,1971,8973247,2.034559262384072,4.605935688474549
Ghana,GHA,E,Lower-middle income,1972,9229640,1.91301638680202,-6.159796031252462
Ghana,GHA,E,Lower-middle income,1973,9493552,1.9061689008537352,-0.35858397903016925
Ghana,GHA,E,Lower-middle income,1974,9749098,1.9849149892590086,4.048066999816413
Ghana,GHA,E,Lower-middle income,1975,9985946,1.701600258148732,-15.400695003901221
Ghana,GHA,E,Lower-middle income,1976,10199164,1.6074473263598181,-5.692172744831126
Ghana,GHA,E,Lower-middle income,1977,10395453,1.6108710693339605,0.21276603771168134
Ghana,GHA,E,Lower-middle income,1978,10590265,1.7187189730194434,6.480416066629485
Ghana,GHA,E,Lower-middle income,1979,10805318,1.6511000492801327,-4.013746790589079
Ghana,GHA,E,Lower-middle income,1980,11056112,1.5783455110796085,-4.506460878918989
Ghana,GHA,E,Lower-middle income,1981,11348287,1.5578030532347544,-1.3100624045698228
Ghana,GHA,E,Lower-middle income,1982,11676828,1.4217092700125973,-9.141667045754614
Ghana,GHA,E,Lower-middle income,1983,12033559,1.2727764506374066,-11.06591631531397
Ghana,GHA,E,Lower-middle income,1984,12405659,1.3095816876094364,2.850706792632593
Ghana,GHA,E,Lower-middle income,1985,12783617,1.3344038241719682,1.8776854671295418
Ghana,GHA,E,Lower-middle income,1986,13164839,1.3480987960685376,1.0210682201956978
Ghana,GHA,E,Lower-middle income,1987,13552021,1.373776868374605,1.8868484304382815
Ghana,GHA,E,Lower-middle income,1988,13947047,1.4105821053466348,2.6438674905300665
Ghana,GHA,E,Lower-middle income,1989,14353409,1.4422517278574514,2.220313231704524
Ghana,GHA,E,Lower-middle income,1990,14773274,1.449099213805736,0.4736539346673174
Ghana,GHA,E,Lower-middle income,1991,15207360,1.4915793047574069,2.889336317063224
Ghana,GHA,E,Lower-middle income,1992,15653345,1.5163757632476325,1.648762674527554
Ghana,GHA,E,Lower-middle income,1993,16106756,1.5330750696040116,1.0952446327769871
Ghana,GHA,E,Lower-middle income,1994,16561677,1.552333623833562,1.2483794696320216
Ghana,GHA,E,Lower-middle income,1995,17014058,1.5891046233758506,2.341136519271986
Ghana,GHA,E,Lower-middle income,1996,17462504,1.633065483163838,2.728818543834394
Ghana,GHA,E,Lower-middle income,1997,17908977,1.6818367018304954,2.9427558023525204
Ghana,GHA,E,Lower-middle income,1998,18357159,1.727269771097364,2.665552377216651
Ghana,GHA,E,Lower-middle income,1999,18812369,1.7689966385947231,2.38705201066145
Ghana,GHA,E,Lower-middle income,2000,19278850,1.797713282790342,1.61029438088367
Ghana,GHA,E,Lower-middle income,2001,19756929,1.8343644513285358,2.0182614652241693
Ghana,GHA,E,Lower-middle income,2002,20246376,1.8762282685448608,2.256544804629157
Ghana,GHA,E,Lower-middle income,2003,20750308,1.9316929047259666,2.913324964028152
Ghana,GHA,E,Lower-middle income,2004,21272328,1.9939194332810029,3.1705494999217487
Ghana,GHA,E,Lower-middle income,2005,21814648,2.0639092990299073,3.4499636235141296
Ghana,GHA,E,Lower-middle income,2006,22379057,2.1432288643833495,3.7711604662988396
Ghana,GHA,E,Lower-middle income,2007,22963946,2.185349462322735,1.9462245700535563
