Entity,Code,TilmanEconomicGroup,WBEconomicGroup,Year,fertility,laborproductivityhr,hours,laborproductivity,AgeDependency,EmploymentIndustry,EmploymentServices,ManufacturingValue
Costa Rica,CRI,C,Upper-middle income,1972,4.177,NA,NA,NA,86.0690137,NA,NA,19.14725285
Costa Rica,CRI,C,Upper-middle income,1973,4.019,NA,NA,NA,83.5822532,NA,NA,20.13205522
Costa Rica,CRI,C,Upper-middle income,1974,3.895,NA,NA,NA,81.02446643,NA,NA,20.77756018
Costa Rica,CRI,C,Upper-middle income,1975,3.804,NA,NA,NA,78.52380575,NA,NA,20.39501101
Costa Rica,CRI,C,Upper-middle income,1976,3.74,NA,NA,NA,76.14593837,NA,NA,19.69519627
Costa Rica,CRI,C,Upper-middle income,1977,3.6919999999999997,NA,NA,NA,74.03110378,NA,NA,18.99038041
Costa Rica,CRI,C,Upper-middle income,1978,3.6519999999999997,NA,NA,NA,72.13748551,NA,NA,18.73822227
Costa Rica,CRI,C,Upper-middle income,1979,3.615,NA,NA,NA,70.41572905,NA,NA,18.30738683
Costa Rica,CRI,C,Upper-middle income,1980,3.5810000000000004,NA,NA,NA,68.8683858,NA,NA,18.59921955
Costa Rica,CRI,C,Upper-middle income,1981,3.548,NA,NA,NA,68.06203174,NA,NA,18.94446306
Costa Rica,CRI,C,Upper-middle income,1982,3.5210000000000004,NA,NA,NA,67.17605196,NA,NA,20.33544927
Costa Rica,CRI,C,Upper-middle income,1983,3.5,NA,NA,NA,66.38903238,NA,NA,21.85594754
Costa Rica,CRI,C,Upper-middle income,1984,3.4819999999999998,NA,NA,NA,65.89857734,NA,NA,22.49340382
Costa Rica,CRI,C,Upper-middle income,1985,3.464,NA,NA,NA,65.75661732,NA,NA,22.08697664
Costa Rica,CRI,C,Upper-middle income,1986,3.4410000000000003,NA,NA,NA,65.83715975,NA,NA,21.32088947
Costa Rica,CRI,C,Upper-middle income,1987,3.412,7.922754712539761,2371.7446,18790.75070659073,66.19834992,NA,NA,21.33257466
Costa Rica,CRI,C,Upper-middle income,1988,3.373,7.894690890535737,2351.5657,18564.884310286296,66.69258221,NA,NA,21.27188894
Costa Rica,CRI,C,Upper-middle income,1989,3.324,8.167061969603465,2313.1028,18891.25390966329,67.07946104,NA,NA,20.35344498
Costa Rica,CRI,C,Upper-middle income,1990,3.264,8.074409664360118,2363.5396,19084.18698833785,67.22656596,NA,NA,19.37993822
Costa Rica,CRI,C,Upper-middle income,1991,3.193,8.514829175763417,2278.2588,19398.98450017975,67.14522623,26.32999992,55.77000046,20.56796505
Costa Rica,CRI,C,Upper-middle income,1992,3.114,8.702748926727336,2364.5488,20578.07453139441,66.74040089,26.17000008,56.08000183,20.70093999
Costa Rica,CRI,C,Upper-middle income,1993,3.029,8.87379998165123,2352.4185,20874.891242136015,66.07625832,25.68000031,56.66999817,19.71731342
Costa Rica,CRI,C,Upper-middle income,1994,2.9410000000000003,8.82674491415036,2376.1067,20973.287729703596,65.26355321,26.10000038,56.56999969,19.07157614
Costa Rica,CRI,C,Upper-middle income,1995,2.85,9.020622919418605,2350.7129,21204.894662712974,64.35974305,24.05999947,58.36000061,19.00693564
Costa Rica,CRI,C,Upper-middle income,1996,2.755,8.795485284860698,2392.572,21043.83181896973,63.29790319,23.31999969,59.18000031,19.14360396
Costa Rica,CRI,C,Upper-middle income,1997,2.657,8.6033225748225,2371.2124,20400.305170619038,62.17607429,23.63999939,59.22000122,19.45801468
Costa Rica,CRI,C,Upper-middle income,1998,2.5580000000000003,8.941100497293945,2362.2837,21121.41596481938,60.95915568,23.02000046,60.02000046,18.94930102
Costa Rica,CRI,C,Upper-middle income,1999,2.459,8.882171033223008,2376.1733,21105.577655177924,59.5940801,23.27000046,60.22000122,18.67749417
Costa Rica,CRI,C,Upper-middle income,2000,2.363,9.094697310535661,2367.5845,21532.464384615916,58.08103033,22.43000031,61.31999969,18.31754321
Costa Rica,CRI,C,Upper-middle income,2001,2.275,9.112709622322624,2335.0432,21278.57063717901,56.76686894,23.42000008,60.93999863,17.42742442
Costa Rica,CRI,C,Upper-middle income,2002,2.195,8.923124134808212,2362.696,21082.62970081482,55.31877503,22.57999992,61.52000046,17.39325228
Costa Rica,CRI,C,Upper-middle income,2003,2.124,8.959041766414193,2356.135,21108.71187231031,53.81299179,22.28000069,62.50999832,17.10222913
Costa Rica,CRI,C,Upper-middle income,2004,2.065,9.203487599474776,2375.4021,21861.983771116342,52.36301808,22.07999992,63.04999924,16.88855156
Costa Rica,CRI,C,Upper-middle income,2005,2.016,9.349009514911979,2357.8464,22043.528428300953,51.03475717,21.62999916,63.11999893,16.86748938
Costa Rica,CRI,C,Upper-middle income,2006,1.9780000000000002,9.230078099283453,2365.613,21834.792742680227,49.80274149,21.76000023,64.19999695,16.48597917
Costa Rica,CRI,C,Upper-middle income,2007,1.9480000000000002,9.162425794050145,2392.5747,21921.78814547179,48.72981383,22.26000023,64.48000336,16.1311206
Costa Rica,CRI,C,Upper-middle income,2008,1.923,9.555878912895606,2397.8833,22913.882462054527,47.79448556,21.65999985,65.94999695,15.13425501
Costa Rica,CRI,C,Upper-middle income,2009,1.903,10.50453903146414,2354.2432,24730.239583959035,46.95993818,20.07999992,68.08999634,14.15299869
Costa Rica,CRI,C,Upper-middle income,2010,1.885,11.33853200627844,2249.2654000000002,25503.36772851468,46.21835533,19.63999939,68.98999786,14.57565076
Costa Rica,CRI,C,Upper-middle income,2011,1.869,12.094463641282296,2289.8872,27694.957483037724,45.7331155,19.25,69.84999847,14.29614148
Costa Rica,CRI,C,Upper-middle income,2012,1.8530000000000002,11.693137625467793,2242.5991,26223.01991505021,45.30658181,18.17000008,71.55000305,13.87788824
Costa Rica,CRI,C,Upper-middle income,2013,1.838,12.074390236224898,2156.5581,26039.12406649172,44.96008036,16.48999977,73.62000275,12.84263349
Costa Rica,CRI,C,Upper-middle income,2014,1.8230000000000002,12.831824038458661,2135.5332,27402.786250686546,44.71607476,17.68000031,71.16999817,12.28790197
Costa Rica,CRI,C,Upper-middle income,2015,1.806,13.334861754613238,2156.9102,28762.099334115188,44.57715446,19.14999962,68.54000092,11.60708171
Costa Rica,CRI,C,Upper-middle income,2016,1.7890000000000001,13.980372543086544,2212.3835,30929.945538177708,44.54224495,18.61000061,69.18000031,11.60516482
Costa Rica,CRI,C,Upper-middle income,2017,1.7719999999999998,14.18610868214573,2212.3835,31385.112777585953,44.5669072,18.450000760000002,68.97000122,11.73400161
Costa Rica,CRI,C,Upper-middle income,2018,1.754,NA,NA,NA,44.66459387,19.67000008,67.93000031,11.92433064
Costa Rica,CRI,C,Upper-middle income,2019,1.7369999999999999,NA,NA,NA,44.84162022,18.799999239999998,69.22000122,11.75525877
Costa Rica,CRI,C,Upper-middle income,2020,1.7209999999999999,NA,NA,NA,45.09813416,NA,NA,12.49802107
Cote d'Ivoire,CIV,E,Lower-middle income,1960,7.691,NA,NA,NA,83.31790667,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1961,7.72,NA,NA,NA,84.52823324,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1962,7.75,NA,NA,NA,85.78736101,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1963,7.781000000000001,NA,NA,NA,86.97448719,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1964,7.811,NA,NA,NA,87.78869424,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1965,7.841,NA,NA,NA,88.12473574,NA,NA,9.139308265
Cote d'Ivoire,CIV,E,Lower-middle income,1966,7.867999999999999,NA,NA,NA,89.50100679,NA,NA,11.08902646
Cote d'Ivoire,CIV,E,Lower-middle income,1967,7.893,NA,NA,NA,90.24056755,NA,NA,12.19969972
Cote d'Ivoire,CIV,E,Lower-middle income,1968,7.912000000000001,NA,NA,NA,90.54606289,NA,NA,9.741484804
Cote d'Ivoire,CIV,E,Lower-middle income,1969,7.9270000000000005,NA,NA,NA,90.69177051,NA,NA,9.239898275
Cote d'Ivoire,CIV,E,Lower-middle income,1970,7.936,NA,NA,NA,90.84895197,NA,NA,10.29082454
Cote d'Ivoire,CIV,E,Lower-middle income,1971,7.941,NA,NA,NA,91.05126445,NA,NA,10.33929621
Cote d'Ivoire,CIV,E,Lower-middle income,1972,7.942,NA,NA,NA,90.98723413,NA,NA,11.09204018
Cote d'Ivoire,CIV,E,Lower-middle income,1973,7.939,NA,NA,NA,90.77399235,NA,NA,10.15918472
Cote d'Ivoire,CIV,E,Lower-middle income,1974,7.928999999999999,NA,NA,NA,90.49156351,NA,NA,10.23004666
Cote d'Ivoire,CIV,E,Lower-middle income,1975,7.91,NA,NA,NA,90.2114113,NA,NA,9.394847072
Cote d'Ivoire,CIV,E,Lower-middle income,1976,7.877000000000001,NA,NA,NA,90.90401157,NA,NA,9.40754003
Cote d'Ivoire,CIV,E,Lower-middle income,1977,7.827999999999999,NA,NA,NA,91.38238252,NA,NA,7.640332285
Cote d'Ivoire,CIV,E,Lower-middle income,1978,7.763,NA,NA,NA,91.69220731,NA,NA,7.684540098
Cote d'Ivoire,CIV,E,Lower-middle income,1979,7.682,NA,NA,NA,91.83442979,NA,NA,8.128952708
Cote d'Ivoire,CIV,E,Lower-middle income,1980,7.59,NA,NA,NA,91.81918074,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1981,7.4879999999999995,NA,NA,NA,92.54623036,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1982,7.382999999999999,NA,NA,NA,92.82460731,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1983,7.278,NA,NA,NA,92.78594275,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1984,7.176,NA,NA,NA,92.5515676,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1985,7.077999999999999,NA,NA,NA,92.18074151,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1986,6.984,NA,NA,NA,92.49169321,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1987,6.892,NA,NA,NA,92.60331993,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1988,6.801,NA,NA,NA,92.49005734,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1989,6.71,NA,NA,NA,92.10652323,NA,NA,NA
Cote d'Ivoire,CIV,E,Lower-middle income,1990,6.622000000000001,NA,NA,NA,91.46773746,NA,NA,17.45050761
Cote d'Ivoire,CIV,E,Lower-middle income,1991,6.5360000000000005,NA,NA,NA,91.19560781,13.43000031,33.81000137,16.57763404
Cote d'Ivoire,CIV,E,Lower-middle income,1992,6.454,NA,NA,NA,90.60258873,13.35999966,33.90000153,16.58318699
Cote d'Ivoire,CIV,E,Lower-middle income,1993,6.374,NA,NA,NA,89.78629583,13.27000046,34.00999832,15.43232606
Cote d'Ivoire,CIV,E,Lower-middle income,1994,6.297999999999999,NA,NA,NA,88.86324042,13.17000008,34.15999985,14.74179
Cote d'Ivoire,CIV,E,Lower-middle income,1995,6.225,NA,NA,NA,87.9070871,13.100000380000001,34.5,15.04924517
Cote d'Ivoire,CIV,E,Lower-middle income,1996,6.154,NA,NA,NA,87.9366703,13.03999996,34.90999985,9.802850067
Cote d'Ivoire,CIV,E,Lower-middle income,1997,6.084,NA,NA,NA,87.83552846,13.06999969,35.18999863,11.22671049
Cote d'Ivoire,CIV,E,Lower-middle income,1998,6.013999999999999,NA,NA,NA,87.61208865,12.90999985,35.63999939,10.41068183
Cote d'Ivoire,CIV,E,Lower-middle income,1999,5.943,NA,NA,NA,87.25756198,12.78999996,35.99000168,10.87026398
Cote d'Ivoire,CIV,E,Lower-middle income,2000,5.87,NA,NA,NA,86.77216096,12.64000034,36.22000122,11.15447113
Cote d'Ivoire,CIV,E,Lower-middle income,2001,5.792999999999999,NA,NA,NA,87.50456995,12.27999973,36.72000122,10.7672585
Cote d'Ivoire,CIV,E,Lower-middle income,2002,5.712999999999999,NA,NA,NA,88.06190755,12.06999969,37.06999969,9.797021793
Cote d'Ivoire,CIV,E,Lower-middle income,2003,5.63,NA,NA,NA,88.44822325,11.86999989,37.43999863,8.889951221
Cote d'Ivoire,CIV,E,Lower-middle income,2004,5.545,NA,NA,NA,88.66560281,11.73999977,37.95999908,8.792904827
Cote d'Ivoire,CIV,E,Lower-middle income,2005,5.46,NA,NA,NA,88.70543097,11.57999992,38.52000046,10.28226527
Cote d'Ivoire,CIV,E,Lower-middle income,2006,5.376,NA,NA,NA,88.70681859,11.43000031,39.06999969,10.02887861
Cote d'Ivoire,CIV,E,Lower-middle income,2007,5.296,NA,NA,NA,88.47789884,11.36999989,39.59000015,10.31060928
Cote d'Ivoire,CIV,E,Lower-middle income,2008,5.221,NA,NA,NA,88.05649032,11.27999973,40.18000031,10.20402365
Cote d'Ivoire,CIV,E,Lower-middle income,2009,5.152,NA,NA,NA,87.49678807,11.32999992,40.75,9.627693495
Cote d'Ivoire,CIV,E,Lower-middle income,2010,5.088,NA,NA,NA,86.8442983,11.26000023,41.29000092,9.001911196
Cote d'Ivoire,CIV,E,Lower-middle income,2011,5.029,NA,NA,NA,86.16352491,11.31999969,41.34999847,9.22135575
Cote d'Ivoire,CIV,E,Lower-middle income,2012,4.974,NA,NA,NA,85.44429473,11.52000046,42.25999832,10.31825153
Cote d'Ivoire,CIV,E,Lower-middle income,2013,4.92,NA,NA,NA,84.68404258,11.81999969,43.00999832,11.85018556
Cote d'Ivoire,CIV,E,Lower-middle income,2014,4.867,NA,NA,NA,83.87211642,11.97999954,43.70000076,16.85122556
Cote d'Ivoire,CIV,E,Lower-middle income,2015,4.813,NA,NA,NA,83.02068091,12.100000380000001,44.40000153,10.84203181
Cote d'Ivoire,CIV,E,Lower-middle income,2016,4.7589999999999995,NA,NA,NA,82.48672603,12.26000023,45,9.018102177
Cote d'Ivoire,CIV,E,Lower-middle income,2017,4.704,NA,NA,NA,81.84229444,12.52000046,45.59000015,10.11191116
Cote d'Ivoire,CIV,E,Lower-middle income,2018,4.649,NA,NA,NA,81.1460126,12.72999954,46.25999832,11.96062685
Cote d'Ivoire,CIV,E,Lower-middle income,2019,4.593,NA,NA,NA,80.46574119,12.85999966,46.99000168,11.7846369
Cote d'Ivoire,CIV,E,Lower-middle income,2020,4.5360000000000005,NA,NA,NA,79.82714059,NA,NA,11.19580966
Croatia,HRV,NA,High income,1960,2.2880000000000003,NA,NA,NA,52.53356696,NA,NA,NA
Croatia,HRV,NA,High income,1961,2.253,NA,NA,NA,52.52536787,NA,NA,NA
Croatia,HRV,NA,High income,1962,2.218,NA,NA,NA,52.30039459,NA,NA,NA
Croatia,HRV,NA,High income,1963,2.18,NA,NA,NA,51.87047539,NA,NA,NA
Croatia,HRV,NA,High income,1964,2.14,NA,NA,NA,51.32817173,NA,NA,NA
Croatia,HRV,NA,High income,1965,2.1,NA,NA,NA,50.73502693,NA,NA,NA
Croatia,HRV,NA,High income,1966,2.062,NA,NA,NA,50.39200226,NA,NA,NA
Croatia,HRV,NA,High income,1967,2.03,NA,NA,NA,49.86313067,NA,NA,NA
Croatia,HRV,NA,High income,1968,2.006,NA,NA,NA,49.25519891,NA,NA,NA
Croatia,HRV,NA,High income,1969,1.989,NA,NA,NA,48.72231917,NA,NA,NA
Croatia,HRV,NA,High income,1970,1.979,NA,NA,NA,48.359464,NA,NA,NA
Croatia,HRV,NA,High income,1971,1.973,NA,NA,NA,48.22092411,NA,NA,NA
Croatia,HRV,NA,High income,1972,1.9669999999999999,NA,NA,NA,48.32167795,NA,NA,NA
Croatia,HRV,NA,High income,1973,1.96,NA,NA,NA,48.56107003,NA,NA,NA
Croatia,HRV,NA,High income,1974,1.95,NA,NA,NA,48.76567483,NA,NA,NA
Croatia,HRV,NA,High income,1975,1.9369999999999998,NA,NA,NA,48.84624812,NA,NA,NA
Croatia,HRV,NA,High income,1976,1.925,NA,NA,NA,49.06037362,NA,NA,NA
Croatia,HRV,NA,High income,1977,1.913,NA,NA,NA,49.07879619,NA,NA,NA
Croatia,HRV,NA,High income,1978,1.903,NA,NA,NA,48.95507402,NA,NA,NA
Croatia,HRV,NA,High income,1979,1.895,NA,NA,NA,48.75483436,NA,NA,NA
Croatia,HRV,NA,High income,1980,1.8880000000000001,NA,NA,NA,48.50015803,NA,NA,NA
Croatia,HRV,NA,High income,1981,1.879,NA,NA,NA,47.97841313,NA,NA,NA
Croatia,HRV,NA,High income,1982,1.868,NA,NA,NA,47.41997844,NA,NA,NA
Croatia,HRV,NA,High income,1983,1.8519999999999999,NA,NA,NA,46.86928146,NA,NA,NA
Croatia,HRV,NA,High income,1984,1.831,NA,NA,NA,46.35856729,NA,NA,NA
Croatia,HRV,NA,High income,1985,1.805,NA,NA,NA,45.91446343,NA,NA,NA
Croatia,HRV,NA,High income,1986,1.771,NA,NA,NA,45.86689768,NA,NA,NA
Croatia,HRV,NA,High income,1987,1.7309999999999999,NA,NA,NA,45.82435342,NA,NA,NA
Croatia,HRV,NA,High income,1988,1.6880000000000002,NA,NA,NA,45.78448258,NA,NA,NA
Croatia,HRV,NA,High income,1989,1.6440000000000001,NA,NA,NA,45.74783179,NA,NA,NA
Croatia,HRV,NA,High income,1990,1.604,NA,NA,NA,45.69814901,NA,NA,NA
Croatia,HRV,NA,High income,1991,1.574,NA,NA,NA,46.0225613,29.98999977,47.65000153,NA
Croatia,HRV,NA,High income,1992,1.557,NA,NA,NA,46.34512734,29.12000084,48.29999924,NA
Croatia,HRV,NA,High income,1993,1.5519999999999998,NA,NA,NA,46.65630187,28.79000092,48.72999954,NA
Croatia,HRV,NA,High income,1994,1.5590000000000002,NA,NA,NA,46.97655433,29.04000092,49.70999908,NA
Croatia,HRV,NA,High income,1995,1.5719999999999998,11.605634458470409,1923.7113,22325.890151428906,47.33643291,29.01000023,50.43999863,18.30809061
Croatia,HRV,NA,High income,1996,1.5819999999999999,12.013891841936061,1923.6965,23111.081687710954,47.56173695,29.14999962,50.95999908,16.42340787
Croatia,HRV,NA,High income,1997,1.5830000000000002,13.03770140691553,1923.7584,25081.38759824557,47.93003619,29.54000092,52.68999863,16.7794817
Croatia,HRV,NA,High income,1998,1.571,13.417806207840552,1923.6672,25811.393697979256,48.36995931,29.48999977,53.31000137,15.95473033
Croatia,HRV,NA,High income,1999,1.546,13.728857536720101,1923.6639,26409.707631631383,48.75335038,29.09000015,54.06000137,15.93963536
Croatia,HRV,NA,High income,2000,1.5130000000000001,14.914243803878268,1922.1008,28666.67994682946,49.00384589,29.17000008,54.31000137,16.6606354
Croatia,HRV,NA,High income,2001,1.48,15.831547572418117,1923.392,30450.271948408426,49.47107182,29.69000053,54.29999924,16.35267883
Croatia,HRV,NA,High income,2002,1.454,17.010186498109995,1923.6655,32721.908914980013,49.59840963,29.81999969,54.63000107,15.2295658
Croatia,HRV,NA,High income,2003,1.4409999999999998,17.66951893696991,1924.7465,34009.344730616554,49.49723492,30.25,52.88000107,14.85614024
Croatia,HRV,NA,High income,2004,1.4409999999999998,18.002546416064735,1926.585,34683.43588699408,49.33702784,29.63999939,53.40000153,15.02908632
Croatia,HRV,NA,High income,2005,1.454,19.427178706641506,1926.5166,37426.78226951139,49.2056195,28.62999916,54.06999969,14.30236716
Croatia,HRV,NA,High income,2006,1.473,20.630203241666713,1928.6445,39788.32801592268,48.9417442,29.35000038,56.40999985,13.80197292
Croatia,HRV,NA,High income,2007,1.493,21.61444289722253,1930.6725,41730.41050448787,48.89097379,30.63999939,57,13.89526545
Croatia,HRV,NA,High income,2008,1.508,22.559021914165886,1932.2271,43589.1534920452,48.99513019,30.85000038,56.33000183,13.51984801
Croatia,HRV,NA,High income,2009,1.516,21.635032431533283,1928.8942,41731.68857399644,49.13214284,29.01000023,57.66999817,13.28209265
Croatia,HRV,NA,High income,2010,1.516,22.09893162987895,1942.9996,42938.21531728215,49.26008048,27.450000760000002,58.29000092,12.98683359
Croatia,HRV,NA,High income,2011,1.5090000000000001,23.827055624848363,1940.2762,46231.06894496941,49.87511055,27.950000760000002,57.45999908,13.6132426
Croatia,HRV,NA,High income,2012,1.499,25.328894175427788,1923.3143,48715.424370786975,50.22562584,27.90999985,59.84000015,13.55259885
Croatia,HRV,NA,High income,2013,1.4880000000000002,25.25753566842497,1909.4851,48228.88802157603,50.38822504,27.62999916,61.59000015,12.63991561
Croatia,HRV,NA,High income,2014,1.4780000000000002,24.730324615001457,1891.6031,46779.95870574306,50.59739538,26.97999954,63.5,12.75340068
Croatia,HRV,NA,High income,2015,1.4680000000000002,26.587897764015963,1827.651,48593.39793630154,51.0274354,26.70999908,64.05999756,12.77565251
Croatia,HRV,NA,High income,2016,1.459,27.644271404358243,1834.9327,50725.37756753186,51.62353288,26.96999931,65.41999817,12.89745591
Croatia,HRV,NA,High income,2017,1.449,29.316651728094158,1834.9327,53794.08291039148,52.57957236,26.42000008,66.61000061,12.76358336
Croatia,HRV,NA,High income,2018,1.44,NA,NA,NA,53.74531751,27.42000008,66.33999634,12.31307576
Croatia,HRV,NA,High income,2019,1.431,NA,NA,NA,54.85232807,27.67000008,66.13999939,11.9159365
Croatia,HRV,NA,High income,2020,1.423,NA,NA,NA,55.74817985,NA,NA,12.12449825
Cyprus,CYP,NA,High income,1960,3.5,NA,NA,NA,74.24916591,NA,NA,NA
Cyprus,CYP,NA,High income,1961,3.471,NA,NA,NA,74.49700595,NA,NA,NA
Cyprus,CYP,NA,High income,1962,3.4210000000000003,NA,NA,NA,73.9162896,NA,NA,NA
Cyprus,CYP,NA,High income,1963,3.346,NA,NA,NA,72.54683012,NA,NA,NA
Cyprus,CYP,NA,High income,1964,3.2489999999999997,NA,NA,NA,70.7794201,NA,NA,NA
Cyprus,CYP,NA,High income,1965,3.133,NA,NA,NA,68.98201607,NA,NA,NA
Cyprus,CYP,NA,High income,1966,3.01,NA,NA,NA,69.02999622,NA,NA,NA
Cyprus,CYP,NA,High income,1967,2.889,NA,NA,NA,69.12918496,NA,NA,NA
Cyprus,CYP,NA,High income,1968,2.779,NA,NA,NA,69.26625224,NA,NA,NA
Cyprus,CYP,NA,High income,1969,2.6860000000000004,NA,NA,NA,69.41164962,NA,NA,NA
Cyprus,CYP,NA,High income,1970,2.61,NA,NA,NA,69.59112492,NA,NA,NA
Cyprus,CYP,NA,High income,1971,2.5469999999999997,NA,NA,NA,67.08514652,NA,NA,NA
Cyprus,CYP,NA,High income,1972,2.491,NA,NA,NA,64.70429332,NA,NA,NA
Cyprus,CYP,NA,High income,1973,2.44,NA,NA,NA,62.71976347,NA,NA,NA
Cyprus,CYP,NA,High income,1974,2.3930000000000002,NA,NA,NA,61.15299602,NA,NA,NA
Cyprus,CYP,NA,High income,1975,2.352,NA,NA,NA,59.83336572,NA,NA,14.31905766
Cyprus,CYP,NA,High income,1976,2.323,NA,NA,NA,58.28161786,NA,NA,17.25066696
Cyprus,CYP,NA,High income,1977,2.31,NA,NA,NA,56.71080175,NA,NA,17.77357132
Cyprus,CYP,NA,High income,1978,2.312,NA,NA,NA,55.18736472,NA,NA,18.2823311
Cyprus,CYP,NA,High income,1979,2.3280000000000003,NA,NA,NA,53.71916333,NA,NA,17.59288274
Cyprus,CYP,NA,High income,1980,2.354,NA,NA,NA,52.3030738,NA,NA,17.54570283
Cyprus,CYP,NA,High income,1981,2.385,NA,NA,NA,52.5883809,NA,NA,17.60273646
Cyprus,CYP,NA,High income,1982,2.415,NA,NA,NA,52.76290131,NA,NA,17.02605426
Cyprus,CYP,NA,High income,1983,2.438,NA,NA,NA,52.92733442,NA,NA,16.53030612
Cyprus,CYP,NA,High income,1984,2.4530000000000003,NA,NA,NA,53.11579668,NA,NA,16.09092043
Cyprus,CYP,NA,High income,1985,2.458,NA,NA,NA,53.31558399,NA,NA,15.64566198
Cyprus,CYP,NA,High income,1986,2.456,NA,NA,NA,53.6534807,NA,NA,15.02279823
Cyprus,CYP,NA,High income,1987,2.45,NA,NA,NA,53.79990262,NA,NA,15.37467696
Cyprus,CYP,NA,High income,1988,2.4419999999999997,NA,NA,NA,54.00842735,NA,NA,15.46169596
Cyprus,CYP,NA,High income,1989,2.43,NA,NA,NA,54.36947482,NA,NA,14.69715022
Cyprus,CYP,NA,High income,1990,2.411,NA,NA,NA,54.79092758,NA,NA,14.15659113
Cyprus,CYP,NA,High income,1991,2.381,NA,NA,NA,54.51080126,29.34000015,58.02999878,14.19972266
Cyprus,CYP,NA,High income,1992,2.3369999999999997,NA,NA,NA,54.17307763,28.5,59.34000015,13.43581737
Cyprus,CYP,NA,High income,1993,2.278,NA,NA,NA,53.80179246,27.13999939,61,12.77368959
Cyprus,CYP,NA,High income,1994,2.206,NA,NA,NA,53.32192872,26.14999962,62.75,12.14835445
Cyprus,CYP,NA,High income,1995,2.124,24.746809937421958,1899.5675,47008.235885803784,52.69276906,25.53000069,63.65000153,9.537174316
Cyprus,CYP,NA,High income,1996,2.036,24.42862267224855,1898.6017,46380.22453418964,52.27755742,25.03000069,65.43000031,9.408272374
Cyprus,CYP,NA,High income,1997,1.946,24.892919880714967,1906.274,47452.72595269004,51.47662471,24.54000092,67.12000275,9.301222425
Cyprus,CYP,NA,High income,1998,1.861,24.1752947939773,1912.542,46236.266655862935,50.48006703,24.37000084,68.38999939,8.933761953
Cyprus,CYP,NA,High income,1999,1.7830000000000001,25.47145284132087,1919.7133,48897.886789806456,49.4463837,24.11000061,69.63999939,8.630085143
Cyprus,CYP,NA,High income,2000,1.716,28.85331231172476,1926.3883,55582.68325355253,48.43093782,23.77000046,70.83000183,8.14938696
Cyprus,CYP,NA,High income,2001,1.66,28.555358511592793,1950.894,55708.47758811531,47.63445109,23.69000053,71.47000122,7.745847797
Cyprus,CYP,NA,High income,2002,1.614,27.600923394562628,1923.2074,53082.30011925597,46.81666401,23.18000031,71.55999756,7.733646026
Cyprus,CYP,NA,High income,2003,1.5759999999999998,24.920433079255172,1916.0952,47749.92220508205,46.01736227,22.87999916,71.94000244,7.340458229
Cyprus,CYP,NA,High income,2004,1.545,25.091725508058744,1878.5951,47137.192589984166,45.22378406,23.37999916,71.51999664,7.209166682
Cyprus,CYP,NA,High income,2005,1.52,28.775693490693723,1847.3258,53158.080998250574,44.43162366,24.049999239999998,71.20999908,6.802585239
Cyprus,CYP,NA,High income,2006,1.4980000000000002,29.557243282501602,1832.9028,54175.55397277838,43.79842242,22.64999962,73.08999634,6.131199352
Cyprus,CYP,NA,High income,2007,1.479,29.386026176043462,1862.1289,54720.56859856701,43.11827856,22.52000046,73.09999847,5.742788814
Cyprus,CYP,NA,High income,2008,1.4609999999999999,30.015691026096693,1882.5011,56504.57137388715,42.46073195,23.049999239999998,72.72000122,5.475393033
Cyprus,CYP,NA,High income,2009,1.443,30.493448680065942,1870.2334,57029.866202645244,41.86444904,21.81999969,74.25,5.378267658
Cyprus,CYP,NA,High income,2010,1.4240000000000002,31.075008229460988,1856.2478,57682.91566091886,41.35105846,20.39999962,75.80000305,5.055359683
Cyprus,CYP,NA,High income,2011,1.406,31.44428544323029,1841.4391,57902.73668672508,41.40853251,20.89999962,75.26999664,4.602658593
Cyprus,CYP,NA,High income,2012,1.39,32.9795919373177,1834.7371,60508.88087025766,41.5149339,20.17000008,76.91999817,4.192877682
Cyprus,CYP,NA,High income,2013,1.376,33.23163762384514,1804.8607,59978.47674391947,41.71297036,17.55999947,79.33000183,3.886970173
Cyprus,CYP,NA,High income,2014,1.364,32.44080520889861,1792.988,58165.9744498927,41.9915591,16.52000046,79.05000305,4.079107474
Cyprus,CYP,NA,High income,2015,1.354,35.166158540267745,1789.7061,62937.08845308428,42.30525028,16.22999954,79.77999878,4.260192053
Cyprus,CYP,NA,High income,2016,1.345,35.56113864847967,1783.5206,63424.02333901965,42.85009742,17.049999239999998,79.30999756,4.575214984
