"Bound","Last_Year","Year_IC","Year","Method","Income","pcGDP"
"Lower",2020,2020,2089,"Kuznets_Asymptoting","High income",39.9985646642318
"Lower",2020,2020,2090,"Kuznets_Asymptoting","High income",40.0355984518255
"Lower",2020,2020,2091,"Kuznets_Asymptoting","High income",40.0726248222748
"Lower",2020,2020,2092,"Kuznets_Asymptoting","High income",40.1096437864704
"Lower",2020,2020,2093,"Kuznets_Asymptoting","High income",40.1466553552736
"Lower",2020,2020,2094,"Kuznets_Asymptoting","High income",40.1836595395159
"Lower",2020,2020,2095,"Kuznets_Asymptoting","High income",40.2206563499995
"Lower",2020,2020,2096,"Kuznets_Asymptoting","High income",40.2576457974968
"Lower",2020,2020,2097,"Kuznets_Asymptoting","High income",40.2946278927508
"Lower",2020,2020,2098,"Kuznets_Asymptoting","High income",40.3316026464754
"Lower",2020,2020,2099,"Kuznets_Asymptoting","High income",40.3685700693547
"Lower",2020,2020,2100,"Kuznets_Asymptoting","High income",40.4055301720436
"Lower",2020,2020,2020,"Kuznets_Asymptoting","Low income",1.40614471932278
"Lower",2020,2020,2021,"Kuznets_Asymptoting","Low income",1.45219421645065
"Lower",2020,2020,2022,"Kuznets_Asymptoting","Low income",1.49921806199372
"Lower",2020,2020,2023,"Kuznets_Asymptoting","Low income",1.54718514292989
"Lower",2020,2020,2024,"Kuznets_Asymptoting","Low income",1.59599564322431
"Lower",2020,2020,2025,"Kuznets_Asymptoting","Low income",1.64563855938382
"Lower",2020,2020,2026,"Kuznets_Asymptoting","Low income",1.69610359770709
"Lower",2020,2020,2027,"Kuznets_Asymptoting","Low income",1.74735856903932
"Lower",2020,2020,2028,"Kuznets_Asymptoting","Low income",1.79930109718088
"Lower",2020,2020,2029,"Kuznets_Asymptoting","Low income",1.85196352449565
"Lower",2020,2020,2030,"Kuznets_Asymptoting","Low income",1.90533810194797
"Lower",2020,2020,2031,"Kuznets_Asymptoting","Low income",1.95937065119314
"Lower",2020,2020,2032,"Kuznets_Asymptoting","Low income",2.01398367620809
"Lower",2020,2020,2033,"Kuznets_Asymptoting","Low income",2.06916746964799
"Lower",2020,2020,2034,"Kuznets_Asymptoting","Low income",2.12487071498345
"Lower",2020,2020,2035,"Kuznets_Asymptoting","Low income",2.18106742378644
"Lower",2020,2020,2036,"Kuznets_Asymptoting","Low income",2.23773799445995
"Lower",2020,2020,2037,"Kuznets_Asymptoting","Low income",2.29487950101317
"Lower",2020,2020,2038,"Kuznets_Asymptoting","Low income",2.35248068885859
"Lower",2020,2020,2039,"Kuznets_Asymptoting","Low income",2.41050453645621
"Lower",2020,2020,2040,"Kuznets_Asymptoting","Low income",2.46892118196602
"Lower",2020,2020,2041,"Kuznets_Asymptoting","Low income",2.52770537064603
"Lower",2020,2020,2042,"Kuznets_Asymptoting","Low income",2.58682439049756
"Lower",2020,2020,2043,"Kuznets_Asymptoting","Low income",2.64626332101109
"Lower",2020,2020,2044,"Kuznets_Asymptoting","Low income",2.70599769941355
"Lower",2020,2020,2045,"Kuznets_Asymptoting","Low income",2.76600369076826
"Lower",2020,2020,2046,"Kuznets_Asymptoting","Low income",2.82627453416804
"Lower",2020,2020,2047,"Kuznets_Asymptoting","Low income",2.88681834615508
"Lower",2020,2020,2048,"Kuznets_Asymptoting","Low income",2.94758872517779
"Lower",2020,2020,2049,"Kuznets_Asymptoting","Low income",3.00858277244506
"Lower",2020,2020,2050,"Kuznets_Asymptoting","Low income",3.06977860575484
"Lower",2020,2020,2051,"Kuznets_Asymptoting","Low income",3.13114492702579
"Lower",2020,2020,2052,"Kuznets_Asymptoting","Low income",3.19268946612648
"Lower",2020,2020,2053,"Kuznets_Asymptoting","Low income",3.25439027999243
"Lower",2020,2020,2054,"Kuznets_Asymptoting","Low income",3.31624557845176
"Lower",2020,2020,2055,"Kuznets_Asymptoting","Low income",3.3782154491424
"Lower",2020,2020,2056,"Kuznets_Asymptoting","Low income",3.4402654830117
"Lower",2020,2020,2057,"Kuznets_Asymptoting","Low income",3.50241755005196
"Lower",2020,2020,2058,"Kuznets_Asymptoting","Low income",3.5646838196496
"Lower",2020,2020,2059,"Kuznets_Asymptoting","Low income",3.62706721038141
"Lower",2020,2020,2060,"Kuznets_Asymptoting","Low income",3.68959882797344
"Lower",2020,2020,2061,"Kuznets_Asymptoting","Low income",3.75220963571173
"Lower",2020,2020,2062,"Kuznets_Asymptoting","Low income",3.81485392556406
"Lower",2020,2020,2063,"Kuznets_Asymptoting","Low income",3.87755629706328
"Lower",2020,2020,2064,"Kuznets_Asymptoting","Low income",3.94035018546227
"Lower",2020,2020,2065,"Kuznets_Asymptoting","Low income",4.003177586497
"Lower",2020,2020,2066,"Kuznets_Asymptoting","Low income",4.06602155419213
"Lower",2020,2020,2067,"Kuznets_Asymptoting","Low income",4.12889367156352
"Lower",2020,2020,2068,"Kuznets_Asymptoting","Low income",4.19179217629553
"Lower",2020,2020,2069,"Kuznets_Asymptoting","Low income",4.25471371012534
"Lower",2020,2020,2070,"Kuznets_Asymptoting","Low income",4.31766191408905
"Lower",2020,2020,2071,"Kuznets_Asymptoting","Low income",4.38063970667134
"Lower",2020,2020,2072,"Kuznets_Asymptoting","Low income",4.4436468608518
"Lower",2020,2020,2073,"Kuznets_Asymptoting","Low income",4.50665845888746
"Lower",2020,2020,2074,"Kuznets_Asymptoting","Low income",4.56967201403273
"Lower",2020,2020,2075,"Kuznets_Asymptoting","Low income",4.63268715161043
"Lower",2020,2020,2076,"Kuznets_Asymptoting","Low income",4.69569898021104
"Lower",2020,2020,2077,"Kuznets_Asymptoting","Low income",4.75872366176224
"Lower",2020,2020,2078,"Kuznets_Asymptoting","Low income",4.82176019548124
"Lower",2020,2020,2079,"Kuznets_Asymptoting","Low income",4.8847814783544
"Lower",2020,2020,2080,"Kuznets_Asymptoting","Low income",4.94778488076675
"Lower",2020,2020,2081,"Kuznets_Asymptoting","Low income",5.01075654404722
"Lower",2020,2020,2082,"Kuznets_Asymptoting","Low income",5.07369536289122
"Lower",2020,2020,2083,"Kuznets_Asymptoting","Low income",5.13660613506098
"Lower",2020,2020,2084,"Kuznets_Asymptoting","Low income",5.19949351683902
"Lower",2020,2020,2085,"Kuznets_Asymptoting","Low income",5.26234828186601
"Lower",2020,2020,2086,"Kuznets_Asymptoting","Low income",5.32515401982276
"Lower",2020,2020,2087,"Kuznets_Asymptoting","Low income",5.38792734419872
"Lower",2020,2020,2088,"Kuznets_Asymptoting","Low income",5.45067605203846
"Lower",2020,2020,2089,"Kuznets_Asymptoting","Low income",5.51339667497023
"Lower",2020,2020,2090,"Kuznets_Asymptoting","Low income",5.57608751588053
"Lower",2020,2020,2091,"Kuznets_Asymptoting","Low income",5.63874704346284
"Lower",2020,2020,2092,"Kuznets_Asymptoting","Low income",5.7013795885453
"Lower",2020,2020,2093,"Kuznets_Asymptoting","Low income",5.76399164792938
"Lower",2020,2020,2094,"Kuznets_Asymptoting","Low income",5.82657508966036
"Lower",2020,2020,2095,"Kuznets_Asymptoting","Low income",5.88912460852
"Lower",2020,2020,2096,"Kuznets_Asymptoting","Low income",5.95164698333895
"Lower",2020,2020,2097,"Kuznets_Asymptoting","Low income",6.01412186880111
"Lower",2020,2020,2098,"Kuznets_Asymptoting","Low income",6.07656284452232
"Lower",2020,2020,2099,"Kuznets_Asymptoting","Low income",6.13895514316962
"Lower",2020,2020,2100,"Kuznets_Asymptoting","Low income",6.2013055563822
"Lower",2020,2020,2020,"Kuznets_Asymptoting","Lower-middle income",5.92952811704086
"Lower",2020,2020,2021,"Kuznets_Asymptoting","Lower-middle income",5.99198044370361
"Lower",2020,2020,2022,"Kuznets_Asymptoting","Lower-middle income",6.05439015834736
"Lower",2020,2020,2023,"Kuznets_Asymptoting","Lower-middle income",6.11675474390333
"Lower",2020,2020,2024,"Kuznets_Asymptoting","Lower-middle income",6.17907400951098
"Lower",2020,2020,2025,"Kuznets_Asymptoting","Lower-middle income",6.24135124096593
"Lower",2020,2020,2026,"Kuznets_Asymptoting","Lower-middle income",6.30357520906847
"Lower",2020,2020,2027,"Kuznets_Asymptoting","Lower-middle income",6.3657539809486
"Lower",2020,2020,2028,"Kuznets_Asymptoting","Lower-middle income",6.42788323696173
"Lower",2020,2020,2029,"Kuznets_Asymptoting","Lower-middle income",6.4899673166739
"Lower",2020,2020,2030,"Kuznets_Asymptoting","Lower-middle income",6.55200270005793
"Lower",2020,2020,2031,"Kuznets_Asymptoting","Lower-middle income",6.61396657913381
"Lower",2020,2020,2032,"Kuznets_Asymptoting","Lower-middle income",6.67585794025737
"Lower",2020,2020,2033,"Kuznets_Asymptoting","Lower-middle income",6.73767681023872
"Lower",2020,2020,2034,"Kuznets_Asymptoting","Lower-middle income",6.79942333088372
"Lower",2020,2020,2035,"Kuznets_Asymptoting","Lower-middle income",6.86109877091692
"Lower",2020,2020,2036,"Kuznets_Asymptoting","Lower-middle income",6.92271088997918
"Lower",2020,2020,2037,"Kuznets_Asymptoting","Lower-middle income",6.98427303746979
"Lower",2020,2020,2038,"Kuznets_Asymptoting","Lower-middle income",7.04579202433943
"Lower",2020,2020,2039,"Kuznets_Asymptoting","Lower-middle income",7.10726818390256
"Lower",2020,2020,2040,"Kuznets_Asymptoting","Lower-middle income",7.16870125405673
"Lower",2020,2020,2041,"Kuznets_Asymptoting","Lower-middle income",7.23009003546812
"Lower",2020,2020,2042,"Kuznets_Asymptoting","Lower-middle income",7.29142283899107
"Lower",2020,2020,2043,"Kuznets_Asymptoting","Lower-middle income",7.35269831567808
"Lower",2020,2020,2044,"Kuznets_Asymptoting","Lower-middle income",7.41392448529371
"Lower",2020,2020,2045,"Kuznets_Asymptoting","Lower-middle income",7.47508631395017
"Lower",2020,2020,2046,"Kuznets_Asymptoting","Lower-middle income",7.53618116305691
"Lower",2020,2020,2047,"Kuznets_Asymptoting","Lower-middle income",7.59721055665267
"Lower",2020,2020,2048,"Kuznets_Asymptoting","Lower-middle income",7.65817688245053
"Lower",2020,2020,2049,"Kuznets_Asymptoting","Lower-middle income",7.71907854228022
"Lower",2020,2020,2050,"Kuznets_Asymptoting","Lower-middle income",7.77991746928132
"Lower",2020,2020,2051,"Kuznets_Asymptoting","Lower-middle income",7.84069503169366
"Lower",2020,2020,2052,"Kuznets_Asymptoting","Lower-middle income",7.90141137095492
"Lower",2020,2020,2053,"Kuznets_Asymptoting","Lower-middle income",7.96206665626573
"Lower",2020,2020,2054,"Kuznets_Asymptoting","Lower-middle income",8.02266106197455
"Lower",2020,2020,2055,"Kuznets_Asymptoting","Lower-middle income",8.08319477088818
"Lower",2020,2020,2056,"Kuznets_Asymptoting","Lower-middle income",8.14366810477109
"Lower",2020,2020,2057,"Kuznets_Asymptoting","Lower-middle income",8.20408203175601
"Lower",2020,2020,2058,"Kuznets_Asymptoting","Lower-middle income",8.26444403669359
"Lower",2020,2020,2059,"Kuznets_Asymptoting","Lower-middle income",8.32474678832682
"Lower",2020,2020,2060,"Kuznets_Asymptoting","Lower-middle income",8.3849935622289
"Lower",2020,2020,2061,"Kuznets_Asymptoting","Lower-middle income",8.44519214409104
"Lower",2020,2020,2062,"Kuznets_Asymptoting","Lower-middle income",8.50534319493113
"Lower",2020,2020,2063,"Kuznets_Asymptoting","Lower-middle income",8.5654469162875
"Lower",2020,2020,2064,"Kuznets_Asymptoting","Lower-middle income",8.62550082031553
"Lower",2020,2020,2065,"Kuznets_Asymptoting","Lower-middle income",8.6855063987959
"Lower",2020,2020,2066,"Kuznets_Asymptoting","Lower-middle income",8.7454656408706
"Lower",2020,2020,2067,"Kuznets_Asymptoting","Lower-middle income",8.80537719198603
"Lower",2020,2020,2068,"Kuznets_Asymptoting","Lower-middle income",8.86523925359673
"Lower",2020,2020,2069,"Kuznets_Asymptoting","Lower-middle income",8.92503807393817
"Lower",2020,2020,2070,"Kuznets_Asymptoting","Lower-middle income",8.98476982334406
"Lower",2020,2020,2071,"Kuznets_Asymptoting","Lower-middle income",9.04443931793746
"Lower",2020,2020,2072,"Kuznets_Asymptoting","Lower-middle income",9.10405900883071
"Lower",2020,2020,2073,"Kuznets_Asymptoting","Lower-middle income",9.16363076530565
"Lower",2020,2020,2074,"Kuznets_Asymptoting","Lower-middle income",9.22315344356394
"Lower",2020,2020,2075,"Kuznets_Asymptoting","Lower-middle income",9.28262827176009
"Lower",2020,2020,2076,"Kuznets_Asymptoting","Lower-middle income",9.34205636542502
"Lower",2020,2020,2077,"Kuznets_Asymptoting","Lower-middle income",9.40143626916683
"Lower",2020,2020,2078,"Kuznets_Asymptoting","Lower-middle income",9.46076901678384
"Lower",2020,2020,2079,"Kuznets_Asymptoting","Lower-middle income",9.52005397513175
"Lower",2020,2020,2080,"Kuznets_Asymptoting","Lower-middle income",9.57929135317038
"Lower",2020,2020,2081,"Kuznets_Asymptoting","Lower-middle income",9.63848151173297
"Lower",2020,2020,2082,"Kuznets_Asymptoting","Lower-middle income",9.6976245988467
"Lower",2020,2020,2083,"Kuznets_Asymptoting","Lower-middle income",9.7567207550214
"Lower",2020,2020,2084,"Kuznets_Asymptoting","Lower-middle income",9.81576560555451
"Lower",2020,2020,2085,"Kuznets_Asymptoting","Lower-middle income",9.87474802216147
"Lower",2020,2020,2086,"Kuznets_Asymptoting","Lower-middle income",9.93367245319758
"Lower",2020,2020,2087,"Kuznets_Asymptoting","Lower-middle income",9.99254627527684
"Lower",2020,2020,2088,"Kuznets_Asymptoting","Lower-middle income",10.0513623130479
"Lower",2020,2020,2089,"Kuznets_Asymptoting","Lower-middle income",10.1101204328589
"Lower",2020,2020,2090,"Kuznets_Asymptoting","Lower-middle income",10.1688213807593
"Lower",2020,2020,2091,"Kuznets_Asymptoting","Lower-middle income",10.2274655785365
"Lower",2020,2020,2092,"Kuznets_Asymptoting","Lower-middle income",10.2860566110744
"Lower",2020,2020,2093,"Kuznets_Asymptoting","Lower-middle income",10.3446004964099
"Lower",2020,2020,2094,"Kuznets_Asymptoting","Lower-middle income",10.4030981119965
"Lower",2020,2020,2095,"Kuznets_Asymptoting","Lower-middle income",10.4615496213776
"Lower",2020,2020,2096,"Kuznets_Asymptoting","Lower-middle income",10.5199553631177
"Lower",2020,2020,2097,"Kuznets_Asymptoting","Lower-middle income",10.5783156415032
"Lower",2020,2020,2098,"Kuznets_Asymptoting","Lower-middle income",10.6366306291324
"Lower",2020,2020,2099,"Kuznets_Asymptoting","Lower-middle income",10.6949004489919
"Lower",2020,2020,2100,"Kuznets_Asymptoting","Lower-middle income",10.7531274945956
"Lower",2020,2020,2020,"Kuznets_Asymptoting","Upper-middle income",12.7079561049658
"Lower",2020,2020,2021,"Kuznets_Asymptoting","Upper-middle income",12.7597223022762
"Lower",2020,2020,2022,"Kuznets_Asymptoting","Upper-middle income",12.8114320481428
"Lower",2020,2020,2023,"Kuznets_Asymptoting","Upper-middle income",12.8630741373033
"Lower",2020,2020,2024,"Kuznets_Asymptoting","Upper-middle income",12.914634877984
"Lower",2020,2020,2025,"Kuznets_Asymptoting","Upper-middle income",12.9661343615171
"Lower",2020,2020,2026,"Kuznets_Asymptoting","Upper-middle income",13.0175980544268
"Lower",2020,2020,2027,"Kuznets_Asymptoting","Upper-middle income",13.0690260942684
"Lower",2020,2020,2028,"Kuznets_Asymptoting","Upper-middle income",13.1204186180148
"Lower",2020,2020,2029,"Kuznets_Asymptoting","Upper-middle income",13.17177576202
"Lower",2020,2020,2030,"Kuznets_Asymptoting","Upper-middle income",13.2230976620191
"Lower",2020,2020,2031,"Kuznets_Asymptoting","Upper-middle income",13.2743844531275
"Lower",2020,2020,2032,"Kuznets_Asymptoting","Upper-middle income",13.3256362698385
"Lower",2020,2020,2033,"Kuznets_Asymptoting","Upper-middle income",13.3768532460215
"Lower",2020,2020,2034,"Kuznets_Asymptoting","Upper-middle income",13.428035514921
"Lower",2020,2020,2035,"Kuznets_Asymptoting","Upper-middle income",13.4791832091554
"Lower",2020,2020,2036,"Kuznets_Asymptoting","Upper-middle income",13.5302964607155
"Lower",2020,2020,2037,"Kuznets_Asymptoting","Upper-middle income",13.5813754009644
"Lower",2020,2020,2038,"Kuznets_Asymptoting","Upper-middle income",13.6324201606363
"Lower",2020,2020,2039,"Kuznets_Asymptoting","Upper-middle income",13.6834308698363
"Lower",2020,2020,2040,"Kuznets_Asymptoting","Upper-middle income",13.7344076580403
"Lower",2020,2020,2041,"Kuznets_Asymptoting","Upper-middle income",13.7853506540946
"Lower",2020,2020,2042,"Kuznets_Asymptoting","Upper-middle income",13.836259986216
"Lower",2020,2020,2043,"Kuznets_Asymptoting","Upper-middle income",13.8871357819922
"Lower",2020,2020,2044,"Kuznets_Asymptoting","Upper-middle income",13.937978168382
"Lower",2020,2020,2045,"Kuznets_Asymptoting","Upper-middle income",13.9887872717158
"Lower",2020,2020,2046,"Kuznets_Asymptoting","Upper-middle income",14.0395632176961
"Lower",2020,2020,2047,"Kuznets_Asymptoting","Upper-middle income",14.0903061313985
"Lower",2020,2020,2048,"Kuznets_Asymptoting","Upper-middle income",14.1410161372721
"Lower",2020,2020,2049,"Kuznets_Asymptoting","Upper-middle income",14.1916933591412
"Lower",2020,2020,2050,"Kuznets_Asymptoting","Upper-middle income",14.2423379202059
"Lower",2020,2020,2051,"Kuznets_Asymptoting","Upper-middle income",14.2929499430413
"Lower",2020,2020,2052,"Kuznets_Asymptoting","Upper-middle income",14.3435295495992
"Lower",2020,2020,2053,"Kuznets_Asymptoting","Upper-middle income",14.3940768612947
"Lower",2020,2020,2054,"Kuznets_Asymptoting","Upper-middle income",14.4445919984943
"Lower",2020,2020,2055,"Kuznets_Asymptoting","Upper-middle income",14.495075080631
"Lower",2020,2020,2056,"Kuznets_Asymptoting","Upper-middle income",14.5455262427375
"Lower",2020,2020,2057,"Kuznets_Asymptoting","Upper-middle income",14.5959452894769
"Lower",2020,2020,2058,"Kuznets_Asymptoting","Upper-middle income",14.6463313475247
"Lower",2020,2020,2059,"Kuznets_Asymptoting","Upper-middle income",14.6966843130329
"Lower",2020,2020,2060,"Kuznets_Asymptoting","Upper-middle income",14.7470043275524
"Lower",2020,2020,2061,"Kuznets_Asymptoting","Upper-middle income",14.7972915218427
"Lower",2020,2020,2062,"Kuznets_Asymptoting","Upper-middle income",14.8475460211407
"Lower",2020,2020,2063,"Kuznets_Asymptoting","Upper-middle income",14.8977680157074
"Lower",2020,2020,2064,"Kuznets_Asymptoting","Upper-middle income",14.9479577426545
"Lower",2020,2020,2065,"Kuznets_Asymptoting","Upper-middle income",14.9981153319635
"Lower",2020,2020,2066,"Kuznets_Asymptoting","Upper-middle income",15.0482409088319
"Lower",2020,2020,2067,"Kuznets_Asymptoting","Upper-middle income",15.0983345974584
"Lower",2020,2020,2068,"Kuznets_Asymptoting","Upper-middle income",15.1483965213028
"Lower",2020,2020,2069,"Kuznets_Asymptoting","Upper-middle income",15.1984268031148
"Lower",2020,2020,2070,"Kuznets_Asymptoting","Upper-middle income",15.2484255649256
"Lower",2020,2020,2071,"Kuznets_Asymptoting","Upper-middle income",15.2983929280544
"Lower",2020,2020,2072,"Kuznets_Asymptoting","Upper-middle income",15.3483290131081
"Lower",2020,2020,2073,"Kuznets_Asymptoting","Upper-middle income",15.3982339400008
"Lower",2020,2020,2074,"Kuznets_Asymptoting","Upper-middle income",15.448107828027
"Lower",2020,2020,2075,"Kuznets_Asymptoting","Upper-middle income",15.4979507949438
"Lower",2020,2020,2076,"Kuznets_Asymptoting","Upper-middle income",15.5477629604799
"Lower",2020,2020,2077,"Kuznets_Asymptoting","Upper-middle income",15.5975444440823
"Lower",2020,2020,2078,"Kuznets_Asymptoting","Upper-middle income",15.6472944444441
"Lower",2020,2020,2079,"Kuznets_Asymptoting","Upper-middle income",15.6970112447804
"Lower",2020,2020,2080,"Kuznets_Asymptoting","Upper-middle income",15.7466950389164
"Lower",2020,2020,2081,"Kuznets_Asymptoting","Upper-middle income",15.796345940708
"Lower",2020,2020,2082,"Kuznets_Asymptoting","Upper-middle income",15.8459640883169
"Lower",2020,2020,2083,"Kuznets_Asymptoting","Upper-middle income",15.895549616674
"Lower",2020,2020,2084,"Kuznets_Asymptoting","Upper-middle income",15.945102659492
"Lower",2020,2020,2085,"Kuznets_Asymptoting","Upper-middle income",15.9946233497442
"Lower",2020,2020,2086,"Kuznets_Asymptoting","Upper-middle income",16.0441118195135
"Lower",2020,2020,2087,"Kuznets_Asymptoting","Upper-middle income",16.0935682000162
"Lower",2020,2020,2088,"Kuznets_Asymptoting","Upper-middle income",16.1429926216108
"Lower",2020,2020,2089,"Kuznets_Asymptoting","Upper-middle income",16.1923852138048
"Lower",2020,2020,2090,"Kuznets_Asymptoting","Upper-middle income",16.2417461052616
"Lower",2020,2020,2091,"Kuznets_Asymptoting","Upper-middle income",16.2910754238075
"Lower",2020,2020,2092,"Kuznets_Asymptoting","Upper-middle income",16.3403732964389
"Lower",2020,2020,2093,"Kuznets_Asymptoting","Upper-middle income",16.3896398493292
"Lower",2020,2020,2094,"Kuznets_Asymptoting","Upper-middle income",16.4388752078357
"Lower",2020,2020,2095,"Kuznets_Asymptoting","Upper-middle income",16.4880794965061
"Lower",2020,2020,2096,"Kuznets_Asymptoting","Upper-middle income",16.537252839086
"Lower",2020,2020,2097,"Kuznets_Asymptoting","Upper-middle income",16.5863953585245
"Lower",2020,2020,2098,"Kuznets_Asymptoting","Upper-middle income",16.6355071769837
"Lower",2020,2020,2099,"Kuznets_Asymptoting","Upper-middle income",16.6845884158362
"Lower",2020,2020,2100,"Kuznets_Asymptoting","Upper-middle income",16.7336391956559
"Upper",2020,2020,2020,"Kuznets","High income",37.4361559504915
"Upper",2020,2020,2021,"Kuznets","High income",38.0065406573342
"Upper",2020,2020,2022,"Kuznets","High income",38.5727092436546
"Upper",2020,2020,2023,"Kuznets","High income",39.1334963803368
"Upper",2020,2020,2024,"Kuznets","High income",39.6855292647637
"Upper",2020,2020,2025,"Kuznets","High income",40.2261454157836
"Upper",2020,2020,2026,"Kuznets","High income",40.7528189085511
"Upper",2020,2020,2027,"Kuznets","High income",41.2632164232957
"Upper",2020,2020,2028,"Kuznets","High income",41.7552477388094
"Upper",2020,2020,2029,"Kuznets","High income",42.227107128643
"Upper",2020,2020,2030,"Kuznets","High income",42.6773037685265
"Upper",2020,2020,2031,"Kuznets","High income",43.1046800618533
"Upper",2020,2020,2032,"Kuznets","High income",43.5084176481769
"Upper",2020,2020,2033,"Kuznets","High income",43.8880316811832
"Upper",2020,2020,2034,"Kuznets","High income",44.2433546634647
"Upper",2020,2020,2035,"Kuznets","High income",44.574511645698
"Upper",2020,2020,2036,"Kuznets","High income",44.8818889078114
"Upper",2020,2020,2037,"Kuznets","High income",45.1660983398156
"Upper",2020,2020,2038,"Kuznets","High income",45.4279396554101
"Upper",2020,2020,2039,"Kuznets","High income",45.6683623440281
"Upper",2020,2020,2040,"Kuznets","High income",45.8884289457413
"Upper",2020,2020,2041,"Kuznets","High income",46.0892808666671
"Upper",2020,2020,2042,"Kuznets","High income",46.2721075817577
"Upper",2020,2020,2043,"Kuznets","High income",46.4381197285447
"Upper",2020,2020,2044,"Kuznets","High income",46.5885263000462
"Upper",2020,2020,2045,"Kuznets","High income",46.7245159079056
"Upper",2020,2020,2046,"Kuznets","High income",46.84724190998
"Upper",2020,2020,2047,"Kuznets","High income",46.9578110761668
"Upper",2020,2020,2048,"Kuznets","High income",47.0572753947587
"Upper",2020,2020,2049,"Kuznets","High income",47.1466265898377
"Upper",2020,2020,2050,"Kuznets","High income",47.2267929186854
"Upper",2020,2020,2051,"Kuznets","High income",47.2986378381211
"Upper",2020,2020,2052,"Kuznets","High income",47.3629601625255
"Upper",2020,2020,2053,"Kuznets","High income",47.4204953779846
"Upper",2020,2020,2054,"Kuznets","High income",47.4719178218281
"Upper",2020,2020,2055,"Kuznets","High income",47.5178434815207
"Upper",2020,2020,2056,"Kuznets","High income",47.5588332091412
"Upper",2020,2020,2057,"Kuznets","High income",47.5953961862094
"Upper",2020,2020,2058,"Kuznets","High income",47.6279935076972
"Upper",2020,2020,2059,"Kuznets","High income",47.6570417834747
"Upper",2020,2020,2060,"Kuznets","High income",47.6829166803126
"Upper",2020,2020,2061,"Kuznets","High income",47.7059563481863
"Upper",2020,2020,2062,"Kuznets","High income",47.726464691449
"Upper",2020,2020,2063,"Kuznets","High income",47.7447144589149
"Upper",2020,2020,2064,"Kuznets","High income",47.760950137509
"Upper",2020,2020,2065,"Kuznets","High income",47.7753906423506
"Upper",2020,2020,2066,"Kuznets","High income",47.7882318023469
"Upper",2020,2020,2067,"Kuznets","High income",47.7996486449649
"Upper",2020,2020,2068,"Kuznets","High income",47.8097974871281
"Upper",2020,2020,2069,"Kuznets","High income",47.8188178414277
"Upper",2020,2020,2070,"Kuznets","High income",47.8268341482721
"Upper",2020,2020,2071,"Kuznets","High income",47.8339573454025
"Upper",2020,2020,2072,"Kuznets","High income",47.840286286539
"Upper",2020,2020,2073,"Kuznets","High income",47.8459090209039
"Upper",2020,2020,2074,"Kuznets","High income",47.8509039451001
"Upper",2020,2020,2075,"Kuznets","High income",47.8553408383734
"Upper",2020,2020,2076,"Kuznets","High income",47.8592817917251
"Upper",2020,2020,2077,"Kuznets","High income",47.8627820407021
"Upper",2020,2020,2078,"Kuznets","High income",47.8658907110216
"Upper",2020,2020,2079,"Kuznets","High income",47.8686514854974
"Upper",2020,2020,2080,"Kuznets","High income",47.8711032000605
"Upper",2020,2020,2081,"Kuznets","High income",47.8732803760061
"Upper",2020,2020,2082,"Kuznets","High income",47.8752136949704
"Upper",2020,2020,2083,"Kuznets","High income",47.8769304225497
"Upper",2020,2020,2084,"Kuznets","High income",47.8784547859138
"Upper",2020,2020,2085,"Kuznets","High income",47.8798083102564
"Upper",2020,2020,2086,"Kuznets","High income",47.8810101184445
"Upper",2020,2020,2087,"Kuznets","High income",47.8820771977959
"Upper",2020,2020,2088,"Kuznets","High income",47.8830246375145
"Upper",2020,2020,2089,"Kuznets","High income",47.88386583995
"Upper",2020,2020,2090,"Kuznets","High income",47.8846127085207
"Upper",2020,2020,2091,"Kuznets","High income",47.8852758148395
"Upper",2020,2020,2092,"Kuznets","High income",47.8858645473149
"Upper",2020,2020,2093,"Kuznets","High income",47.8863872432584
"Upper",2020,2020,2094,"Kuznets","High income",47.8868513063091
"Upper",2020,2020,2095,"Kuznets","High income",47.8872633107936
"Upper",2020,2020,2096,"Kuznets","High income",47.887629094464
"Upper",2020,2020,2097,"Kuznets","High income",47.8879538408982
"Upper",2020,2020,2098,"Kuznets","High income",47.8882421527086
"Upper",2020,2020,2099,"Kuznets","High income",47.888498116579
"Upper",2020,2020,2100,"Kuznets","High income",47.8887253610363
"Upper",2020,2020,2020,"Kuznets","Low income",1.40614471932278
"Upper",2020,2020,2021,"Kuznets","Low income",1.46571802544506
"Upper",2020,2020,2022,"Kuznets","Low income",1.52781154490665
"Upper",2020,2020,2023,"Kuznets","Low income",1.59258972926804
"Upper",2020,2020,2024,"Kuznets","Low income",1.66027365202558
"Upper",2020,2020,2025,"Kuznets","Low income",1.73104131139803
"Upper",2020,2020,2026,"Kuznets","Low income",1.8051143424099
"Upper",2020,2020,2027,"Kuznets","Low income",1.88269846190647
"Upper",2020,2020,2028,"Kuznets","Low income",1.96405027502503
"Upper",2020,2020,2029,"Kuznets","Low income",2.04925549787433
"Upper",2020,2020,2030,"Kuznets","Low income",2.13863728406529
"Upper",2020,2020,2031,"Kuznets","Low income",2.23230038027042
"Upper",2020,2020,2032,"Kuznets","Low income",2.33053886191612
"Upper",2020,2020,2033,"Kuznets","Low income",2.43360832972341
"Upper",2020,2020,2034,"Kuznets","Low income",2.5417442379096
"Upper",2020,2020,2035,"Kuznets","Low income",2.6552117855465
"Upper",2020,2020,2036,"Kuznets","Low income",2.77432257070349
